FID,lon,lat,Mass,Eruption_Start,Eruption_Duration,Last_Eruption,Elevation,FA,SHF,LAB,Curie,Magnetics,Moho,Volcano_Landform,Volcano_Type,Tectonic_Setting,Crustal_Type,Dominant_Rock
818,115.508,-8.343,0.0646,20171121,572,2019,2997,26,46,60,37,119,31,3,4,3,1,1
819,-122.18,46.2,0.0653,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
820,-122.18,46.2,0.0763,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
821,115.508,-8.343,0.0874,20171121,572,2019,2997,26,46,60,37,119,31,3,4,3,1,1
822,-76.03,2.93,0.125,20081026,1178,2012,5364,231,102,134,39,23,46,3,4,3,1,1
823,-122.18,46.2,0.128,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
824,-122.18,46.2,0.13,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
825,-122.18,46.2,0.139,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
826,-153.435,59.3626,0.144,19860327,154,2006,1218,25,62,53,33,217,39,3,5,3,1,1
827,-122.18,46.2,0.149,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
828,-122.18,46.2,0.163,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
829,-152.742,60.485,0.173,20090315,106,2009,3108,63,76,53,35,122,38,3,4,3,1,1
830,-62.18,16.72,0.178,20050415,2850,2013,915,37,90,83,7,33,25,3,4,3,2,1
831,-122.18,46.2,0.178,19800327,2401,2008,2549,20,44,42,28,12,36,3,4,3,1,3
832,-62.18,16.72,0.182,20050415,2850,2013,915,37,90,83,7,33,25,3,4,3,2,1
833,-72.6514,-42.8349,0.192,20080502,1124,2011,1122,25,81,47,24,3,35,1,1,3,1,6
834,161.36,56.653,0.449,19900110,1861,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
835,161.36,56.653,0.456,19990815,8321,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
836,-62.18,16.72,0.677,20050415,2850,2013,915,37,90,83,7,33,25,3,4,3,2,1
837,-62.18,16.72,0.794,19950718,3000,2013,915,37,90,83,7,33,25,3,4,3,2,1
838,-62.18,16.72,0.806,19950718,3000,2013,915,37,90,83,7,33,25,3,4,3,2,1
839,160.595,55.972,0.898,19810612,710,2024,2882,13,58,44,22,500,33,3,4,3,1,1
840,160.595,55.972,1.01,19931021,108,2024,2882,13,58,44,22,500,33,3,4,3,1,1
841,161.36,56.653,1.13,19990815,0,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
842,161.36,56.653,1.15,19990815,0,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
843,160.595,55.972,1.25,20060416,253,2024,2882,13,58,44,22,500,33,3,4,3,1,1
844,160.595,55.972,1.42,20100521,4390,2024,2882,13,58,44,22,500,33,3,4,3,1,1
845,161.36,56.653,1.9,19990815,8321,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
846,161.36,56.653,1.9,19990815,8321,2024,3283,52,52,43,21.5,500,31,3,4,3,1,1
847,-72.6514,-42.8349,2.4,20080502,1124,2011,1122,25,81,47,24,3,35,1,1,3,1,6
848,160.595,55.972,0.000144,19900129,669,2024,2882,13,58,44,22,500,33,3,4,3,1,1
849,124.737,1.112,0.000432,20080606,149,2020,1785,93,49,40,30,20,30,3,4,3,1,1
850,35.914,-2.764,0.00048,20070616,1211,2024,2962,-37,38,100,29,36,33,3,4,2,1,7
851,160.595,55.972,0.0006,20070510,228,2024,2882,13,58,44,22,500,33,3,4,3,1,1
852,124.737,1.112,0.000619,20070616,146,2020,1785,93,49,40,30,20,30,3,4,3,1,1
853,160.642,56.056,0.00072,19800306,7,2023,4754,14,58,44,22,500,32,3,4,3,1,2
854,130.862,31.934,0.000725,20180301,118,2018,1700,20,0,41,16,-40,33,4,3,3,1,1
855,-155.287,19.421,0.00103,19970130,1,2024,1222,56,36,76,15,-65,15,4,3,1,2,2
856,-159.38,56.17,0.0012,20130613,121,2021,2507,55,116,71,24,221,35,3,4,3,1,1
857,160.595,55.972,0.00142,19800418,1,2024,2882,13,58,44,22,500,33,3,4,3,1,1
858,160.595,55.972,0.00144,19810612,709,2024,2882,13,58,44,22,500,33,3,4,3,1,1
859,160.595,55.972,0.00204,20060416,257,2024,2882,13,58,44,22,500,33,3,4,3,1,1
860,-90.601,14.382,0.00286,20040719,419,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
861,-161.894,55.417,0.00355,20130513,44,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
862,125.407,2.781,0.0048,20100806,132,2023,1797,52,58,34,17,4,24,3,4,3,2,1
863,151.33,-5.05,0.0048,19851117,5,2023,2334,94,9,47,18,-45,28,3,4,3,1,2
864,-161.894,55.417,0.0048,19801108,5,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
865,120.5302,-8.637,0.0066,19871228,475,1991,2288,-26,73,56,37,-29,28,2,5,3,1,1
866,-78.442,-1.467,0.0072,20111127,1571,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
867,-90.601,14.382,0.00912,20060309,1692,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
868,-161.894,55.417,0.0096,20140531,2,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
869,139.526,34.094,0.0113,19831003,1,2010,775,101,64,49,22,94,23,3,4,3,2,2
870,-161.894,55.417,0.0125,19810925,2,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
871,-78.442,-1.467,0.0144,20091005,3564,2016,5023,40,66,64,27,-3,54,3,4,3,1,1
872,105.4233,-6.1009,0.0164,19920101,1827,2023,285,8,114,73,26,7,28,1,1,3,1,1
873,153.2,48.092,0.024,20090611,35,2021,1496,63,86,66,26,43,22,3,4,3,3,1
874,168.12,-16.25,0.024,19880212,193,2024,1334,19,95,28,12,374,11,4,3,3,3,2
875,123.685,13.257,0.0288,20010108,212,2024,2462,78,41,44,15,0,25,3,4,3,1,1
876,-90.601,14.382,0.0338,19900104,3709,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
877,-90.601,14.382,0.035,19650704,8650,2021,2569,52,364,37,18.5,-3,37,3,2,3,1,2
878,139.394,34.724,0.0432,19861115,33,1990,746,91,155,55,23,98,27,3,4,3,2,2
879,125.407,2.781,0.0458,19990314,1689,2023,1797,52,58,34,17,4,24,3,4,3,2,1
880,14.999,37.748,0.0461,19940617,2610,2024,3357,135,35,61,22,-116,31,3,4,3,1,4
881,-84.703,10.463,0.0526,19680729,15480,2010,1670,72,16,41,20.5,22,37,3,4,3,1,1
882,41.83,15.55,0.0528,20070930,260,2008,244,5,161,23,11.5,-158,23,3,4,2,2,4
883,159.443,54.049,0.055,19960102,1814,2024,1513,55,57,52,34,-144,35,3,4,3,1,1
884,105.4233,-6.1009,0.0552,20180618,669,2023,285,8,114,73,26,7,28,1,1,3,1,1
885,-161.894,55.417,0.0576,19860416,850,2022,2493,66,72,77,23,-24,33,3,4,3,1,1
886,-19.633,63.633,0.06,20100320,95,2010,1651,29,87,38,14,420,24,3,4,2,2,2
887,40.553,13.793,0.061,20081103,43,2008,578,3,111,24,12,-6,24,2,8,2,3,2
888,-153.435,59.3626,0.0622,20051209,139,2006,1218,25,62,53,33,217,39,3,5,3,1,1
889,123.685,13.257,0.0624,19840909,27,2024,2462,78,41,44,15,0,25,3,4,3,1,1
890,14.999,37.748,0.0708,20021026,94,2024,3357,135,35,61,22,-116,31,3,4,3,1,4
892,-77.656,-0.077,0.0864,20021103,68,2024,3562,128,83,70,26,-22,49,3,4,3,1,1
893,-103.62,19.514,0.0934,19971122,4959,2019,3850,26,54,32,16,-57,32,3,4,3,1,1
894,-24.35,14.95,0.11,20131123,77,2015,2829,19,60,80,13,-8,11,3,4,1,3,7
895,29.2,-1.408,0.12,19961201,4,2024,3058,39,112,131,27,40,34,4,3,2,1,4
896,160.642,56.056,0.12,19861127,1389,2023,4754,14,58,44,22,500,32,3,4,3,1,2
897,160.642,56.056,0.12,19850816,158,2023,4754,14,58,44,22,500,32,3,4,3,1,2
898,160.642,56.056,0.12,19830308,85,2023,4754,14,58,44,22,500,32,3,4,3,1,2
899,-91.35,0.02,0.152,20150525,8,2022,1710,-31,109,18,9,-55,15,4,3,2,2,2
900,29.2,-1.408,0.161,19800130,25,2024,3058,39,112,131,27,40,34,4,3,2,1,4
901,-91.408,-0.92,0.162,19980915,36,2008,1640,20,107,20,10,13,15,4,3,2,2,2
902,114.056,-8.119,0.18,20141123,280,2022,3260,113,37,67,35,-7,30,3,4,3,1,1
903,14.999,37.748,0.19,19790703,5019,2024,3357,135,35,61,22,-116,31,3,4,3,1,4
904,-72.6514,-42.8349,0.192,20080502,1124,2011,1122,25,81,47,24,3,35,1,1,3,1,6
905,150.5161,-5.5745,0.192,20020803,235,2012,724,172,6,44,31,-14,27,1,1,3,1,3
906,98.392,3.17,0.225,20130915,1810,2021,2460,30,94,47,26,13,38,3,4,3,1,1
907,-19.666,63.983,0.228,20000226,11,2000,1490,44,93,39,13,-207,25,3,4,2,2,1
908,29.2,-1.408,0.228,19890424,113,2024,3058,39,112,131,27,40,34,4,3,2,1,4
909,160.642,56.056,0.24,19840310,324,2023,4754,14,58,44,22,500,32,3,4,3,1,2
910,-19.666,63.983,0.298,19800817,3,2000,1490,44,93,39,13,-207,25,3,4,2,2,1
911,29.2,-1.408,0.302,19811225,20,2024,3058,39,112,131,27,40,34,4,3,2,1,4
912,29.2,-1.408,0.314,19910920,507,2024,3058,39,112,131,27,40,34,4,3,2,1,4
913,160.642,56.056,0.331,20150828,1022,2023,4754,14,58,44,22,500,32,3,4,3,1,2
914,29.2,-1.408,0.336,20010206,58,2024,3058,39,112,131,27,40,34,4,3,2,1,4
915,-164.65,54.516,0.348,19911129,46,1992,1563,102,68,64,29,500,27,3,4,3,1,2
916,-91.17,-0.83,0.36,20051022,8,2018,1124,21,104,20,10,-6,15,4,3,2,2,2
917,160.642,56.056,0.365,20090801,506,2023,4754,14,58,44,22,500,32,3,4,3,1,2
918,-168.13,53.43,0.37,19970211,97,2008,1073,150,85,54,27,125,26,4,3,3,3,2
919,-91.17,-0.83,0.454,20180626,58,2018,1124,21,104,20,10,-6,15,4,3,2,2,2
920,160.32,55.131,0.468,20101111,1037,2013,2334,128,46,47,23.5,-487,33,3,4,3,1,1
921,-71.586,-38.379,0.552,19881225,395,1990,2832,58,221,55,25,-4,43,3,4,3,1,1
922,55.708,-21.244,0.566,20060720,285,2023,2632,81,45,75,26,-50,16,4,3,1,2,2
923,-19.666,63.983,0.578,19910117,53,2000,1490,44,93,39,13,-207,25,3,4,2,2,1
925,-72.117,-40.59,0.96,20110604,322,2012,2236,49,181,47,25,15,40,3,4,3,1,1
926,-17.316,64.416,1.08,19960930,37,2011,1719,39,115,40,16,107,26,1,1,2,2,2
927,-155.287,19.421,1.34,19830925,3067,2024,1222,56,36,76,15,-65,15,4,3,1,2,2
928,160.326,55.832,1.38,20121127,282,2013,3611,18,59,45,22.5,500,34,4,3,3,1,2
929,-155.287,19.421,2.12,19920217,1808,2024,1222,56,36,76,15,-65,15,4,3,1,2,2
930,-155.287,19.421,2.83,20180430,96,2024,1222,56,36,76,15,-65,15,4,3,1,2,2
931,-17.516,64.633,3.46,20140829,182,2015,2000,55,128,40,15,-110,26,3,4,2,2,2
